filename,class,width,height,aspect_ratio,resolution,size_bytes,mean_r,mean_g,mean_b
forged_sample.jpg,All,600,400,1.5,240000,15038,248.30619583333333,248.30619583333333,248.30619583333333
genuine_sample.jpg,All,600,400,1.5,240000,14965,248.4611,248.4611,248.4611
real_sample_0.jpg,All,1673,1115,1.5004484304932735,1865395,2734026,155.19721024233473,128.83488054808768,109.79401467249563
real_sample_1.jpg,All,2481,3507,0.7074422583404619,8700867,816224,233.81995552856975,231.37988651016042,228.1093849612918
real_sample_2.jpg,All,2481,3507,0.7074422583404619,8700867,818985,234.1225083661203,231.66301507654353,228.38776285167904
real_sample_3.jpg,All,1509,888,1.6993243243243243,1339992,241447,180.47748270138925,149.24809476474488,124.66989802924196
real_sample_4.jpg,All,3606,5409,0.6666666666666666,19504854,25891091,183.08847823213648,176.32372454569514,165.1480030560598
